date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex.1,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location,date,new_cases,new_deaths,total_cases,total_deaths
2020-03-05,35,24,0.0,11.6,1,1,73,01:51 PM,02:03 AM,06:13 AM,06:10 PM,20,31,31,29,21,24,59,0.0,1011,35,10,148,15,Cambodia,2020-03-05,0.0,0.0,1.0,0.0
2020-03-06,36,24,0.0,11.6,1,1,80,02:50 PM,03:00 AM,06:13 AM,06:10 PM,20,31,31,29,19,36,59,0.0,1012,36,10,159,13,Cambodia,2020-03-06,0.0,0.0,1.0,0.0
2020-03-07,38,24,0.0,11.6,1,1,87,03:52 PM,03:57 AM,06:12 AM,06:10 PM,19,34,34,31,16,10,55,0.0,1011,38,10,178,10,Cambodia,2020-03-07,0.0,0.0,1.0,0.0
2020-03-08,38,25,0.0,11.6,1,1,95,04:54 PM,04:53 AM,06:11 AM,06:10 PM,21,35,35,32,15,19,60,0.0,1009,38,10,231,10,Cambodia,2020-03-08,1.0,0.0,2.0,0.0
2020-03-09,37,26,0.0,10.2,1,1,100,05:55 PM,05:46 AM,06:11 AM,06:11 PM,21,34,34,31,17,33,60,0.8,1007,37,10,180,12,Cambodia,2020-03-09,0.0,0.0,2.0,0.0
2020-03-10,39,26,0.0,11.6,1,1,100,06:55 PM,06:36 AM,06:10 AM,06:11 PM,20,36,36,33,19,20,57,0.0,1008,39,10,159,14,Cambodia,2020-03-10,0.0,0.0,2.0,0.0
2020-03-11,36,26,0.0,7.4,1,1,84,07:55 PM,07:26 AM,06:10 AM,06:11 PM,21,33,33,30,19,53,60,1.4,1010,36,10,154,14,Cambodia,2020-03-11,1.0,0.0,3.0,0.0
2020-03-12,38,24,0.0,11.6,1,1,76,08:53 PM,08:14 AM,06:09 AM,06:11 PM,19,33,33,30,22,28,54,0.4,1011,38,10,151,15,Cambodia,2020-03-12,0.0,0.0,3.0,0.0
2020-03-13,39,26,0.0,11.6,1,1,69,09:52 PM,09:02 AM,06:09 AM,06:11 PM,19,34,34,31,19,11,54,0.0,1011,39,10,136,13,Cambodia,2020-03-13,2.0,0.0,5.0,0.0
2020-03-14,39,25,0.0,11.6,1,1,62,10:50 PM,09:52 AM,06:08 AM,06:11 PM,19,34,34,32,21,19,55,0.0,1010,39,10,110,15,Cambodia,2020-03-14,2.0,0.0,7.0,0.0
2020-03-15,38,24,0.0,10.2,1,1,55,11:48 PM,10:43 AM,06:07 AM,06:11 PM,19,32,32,30,16,35,56,0.0,1011,38,10,114,11,Cambodia,2020-03-15,0.0,0.0,7.0,0.0
2020-03-16,37,25,0.0,11.6,1,1,47,No moonrise,11:36 AM,06:07 AM,06:11 PM,19,33,33,31,17,20,52,0.0,1011,37,10,82,11,Cambodia,2020-03-16,5.0,0.0,12.0,0.0
2020-03-06,34,22,0.0,6.0,1,1,80,03:33 PM,03:15 AM,06:23 AM,06:27 PM,21,28,28,26,10,79,80,10.5,1010,34,9,272,6,Cameroon,2020-03-06,0.0,0.0,1.0,0.0
2020-03-07,30,22,0.0,8.8,1,1,87,04:32 PM,04:13 AM,06:23 AM,06:27 PM,21,27,27,24,10,68,83,7.1,1010,30,8,262,7,Cameroon,2020-03-07,1.0,0.0,2.0,0.0
2020-03-08,33,21,0.0,11.6,1,1,95,05:32 PM,05:11 AM,06:22 AM,06:26 PM,20,28,28,26,10,38,74,0.2,1010,33,7,273,7,Cameroon,2020-03-08,0.0,0.0,2.0,0.0
2020-03-09,34,21,0.0,11.6,1,1,100,06:29 PM,06:06 AM,06:22 AM,06:26 PM,20,28,28,26,10,43,75,0.3,1010,34,9,266,7,Cameroon,2020-03-09,0.0,0.0,2.0,0.0
2020-03-10,35,23,0.0,8.8,1,1,100,07:26 PM,07:00 AM,06:22 AM,06:26 PM,20,29,29,27,11,61,72,1.3,1009,35,10,255,8,Cameroon,2020-03-10,0.0,0.0,2.0,0.0
2020-03-11,32,22,0.0,8.8,1,1,84,08:21 PM,07:52 AM,06:21 AM,06:26 PM,21,28,28,26,11,63,77,1.2,1009,32,10,267,8,Cameroon,2020-03-11,0.0,0.0,2.0,0.0
2020-03-12,30,21,0.0,7.4,1,1,76,09:16 PM,08:44 AM,06:21 AM,06:26 PM,21,28,28,26,10,73,79,4.3,1010,30,7,271,7,Cameroon,2020-03-12,0.0,0.0,2.0,0.0
2020-03-13,32,21,0.0,11.6,1,1,69,10:11 PM,09:36 AM,06:21 AM,06:26 PM,20,29,29,26,7,51,75,0.0,1009,32,7,257,5,Cameroon,2020-03-13,0.0,0.0,2.0,0.0
2020-03-14,35,21,0.0,11.6,1,1,62,11:08 PM,10:28 AM,06:20 AM,06:25 PM,19,29,29,27,7,43,68,1.2,1010,35,9,191,5,Cameroon,2020-03-14,0.0,0.0,2.0,0.0
2020-03-15,38,22,0.0,11.6,1,1,55,No moonrise,11:23 AM,06:20 AM,06:25 PM,17,31,31,30,8,35,62,0.0,1010,38,9,241,5,Cameroon,2020-03-15,1.0,0.0,3.0,0.0
2020-03-16,34,23,0.0,10.2,1,1,47,12:03 AM,12:16 PM,06:19 AM,06:25 PM,20,30,30,27,10,50,70,0.1,1009,34,10,276,8,Cameroon,2020-03-16,0.0,0.0,3.0,0.0
2020-01-27,-1,-5,1.5,4.9,1,1,11,10:15 AM,08:52 PM,08:29 AM,06:02 PM,-3,-7,-2,-7,21,89,93,1.2,1004,-1,8,306,13,Canada,2020-01-27,0.0,0.0,1.0,0.0
2020-01-28,-4,-9,0.0,9.8,1,1,18,10:39 AM,09:54 PM,08:28 AM,06:03 PM,-8,-12,-7,-12,20,36,91,0.0,1013,-4,10,318,11,Canada,2020-01-28,1.0,0.0,2.0,0.0
2020-01-29,-6,-17,0.0,9.8,1,1,26,11:01 AM,10:55 PM,08:27 AM,06:05 PM,-14,-16,-11,-16,18,1,88,0.0,1023,-6,10,327,10,Canada,2020-01-29,1.0,0.0,3.0,0.0
2020-01-30,-9,-17,0.0,8.3,1,1,33,11:22 AM,11:56 PM,08:26 AM,06:06 PM,-15,-15,-13,-15,6,50,89,0.0,1028,-9,10,119,3,Canada,2020-01-30,0.0,0.0,3.0,0.0
2020-01-31,-7,-17,0.3,6.6,1,1,37,11:43 AM,No moonset,08:25 AM,06:07 PM,-12,-12,-11,-12,4,62,93,0.8,1025,-7,6,143,3,Canada,2020-01-31,0.0,0.0,3.0,0.0
2020-02-01,-2,-12,0.8,4.9,1,1,49,12:05 PM,12:57 AM,08:24 AM,06:09 PM,-7,-8,-6,-8,7,91,95,1.0,1014,-2,4,166,5,Canada,2020-02-01,1.0,0.0,4.0,0.0
2020-02-02,-1,-8,2.1,4.9,1,1,57,12:30 PM,02:00 AM,08:23 AM,06:10 PM,-5,-7,-5,-7,9,96,97,2.7,1000,-1,2,127,6,Canada,2020-02-02,0.0,0.0,4.0,0.0
2020-02-03,1,-6,0.3,5.0,1,1,64,01:00 PM,03:05 AM,08:22 AM,06:12 PM,-4,-6,-3,-6,16,80,92,0.5,1006,1,9,271,10,Canada,2020-02-03,0.0,0.0,4.0,0.0
2020-02-04,0,-7,0.0,9.9,1,1,72,01:36 PM,04:10 AM,08:20 AM,06:13 PM,-5,-6,-3,-6,15,51,90,0.0,1011,0,9,298,9,Canada,2020-02-04,0.0,0.0,4.0,0.0
2020-02-05,-10,-18,0.0,8.3,1,1,79,02:20 PM,05:16 AM,08:19 AM,06:15 PM,-14,-17,-12,-17,15,43,85,0.0,1021,-10,10,266,9,Canada,2020-02-05,1.0,0.0,5.0,0.0
2020-02-06,-4,-12,5.8,5.0,1,1,87,03:15 PM,06:18 AM,08:18 AM,06:16 PM,-8,-12,-7,-12,15,92,95,8.0,1007,-4,3,48,10,Canada,2020-02-06,0.0,0.0,5.0,0.0
2020-02-07,-6,-13,17.2,5.0,1,1,95,04:20 PM,07:16 AM,08:16 AM,06:18 PM,-10,-14,-7,-14,30,95,89,20.2,995,-6,3,114,22,Canada,2020-02-07,2.0,0.0,7.0,0.0
2020-02-08,-15,-25,0.0,10.0,1,1,100,05:35 PM,08:05 AM,08:15 AM,06:19 PM,-21,-27,-20,-27,17,20,89,0.0,1022,-15,10,275,10,Canada,2020-02-08,0.0,0.0,7.0,0.0
2020-02-09,-9,-24,0.3,8.3,1,1,100,06:53 PM,08:46 AM,08:14 AM,06:20 PM,-16,-20,-16,-20,10,57,91,0.4,1030,-9,9,121,6,Canada,2020-02-09,0.0,0.0,7.0,0.0
2020-02-10,0,-6,13.8,5.1,1,1,83,08:13 PM,09:22 AM,08:12 AM,06:22 PM,-3,-5,-2,-5,11,84,96,17.3,1017,0,5,320,7,Canada,2020-02-10,0.0,0.0,7.0,0.0
2020-02-11,0,-7,0.4,5.1,1,1,75,09:33 PM,09:52 AM,08:11 AM,06:23 PM,-4,-6,-3,-6,15,95,93,0.6,1014,0,6,214,9,Canada,2020-02-11,0.0,0.0,7.0,0.0
2020-02-12,-1,-9,0.0,8.3,1,1,68,10:50 PM,10:19 AM,08:09 AM,06:25 PM,-6,-10,-4,-10,26,46,88,0.0,1015,-1,10,226,15,Canada,2020-02-12,0.0,0.0,7.0,0.0
2020-02-13,-3,-18,1.0,5.1,1,1,60,No moonrise,10:46 AM,08:08 AM,06:26 PM,-10,-14,-8,-14,20,97,92,2.4,1010,-3,5,332,13,Canada,2020-02-13,0.0,0.0,7.0,0.0
2020-02-14,-17,-27,0.0,10.0,1,1,53,12:07 AM,11:14 AM,08:07 AM,06:28 PM,-24,-28,-21,-28,16,40,87,0.0,1031,-17,9,281,9,Canada,2020-02-14,0.0,0.0,7.0,0.0
2020-02-15,-7,-21,0.5,5.1,1,1,45,01:22 AM,11:44 AM,08:05 AM,06:29 PM,-14,-19,-13,-19,26,90,91,0.7,1027,-7,3,195,16,Canada,2020-02-15,0.0,0.0,7.0,0.0
2020-02-16,0,-5,2.0,5.1,1,1,38,02:35 AM,12:18 PM,08:03 AM,06:31 PM,-4,-8,-2,-8,30,84,89,2.9,1014,0,6,230,19,Canada,2020-02-16,0.0,0.0,7.0,0.0
2020-02-17,-8,-18,0.5,10.3,1,1,30,03:45 AM,12:57 PM,08:02 AM,06:32 PM,-15,-15,-11,-15,13,26,84,0.6,1028,-8,9,274,7,Canada,2020-02-17,0.0,0.0,7.0,0.0
2020-02-18,2,-15,5.6,5.2,1,1,22,04:49 AM,01:43 PM,08:00 AM,06:34 PM,-7,-12,-6,-12,34,79,93,12.1,1016,2,6,148,21,Canada,2020-02-18,1.0,0.0,8.0,0.0
2020-02-19,-9,-14,0.0,8.5,1,1,15,05:46 AM,02:36 PM,07:59 AM,06:35 PM,-12,-16,-9,-16,29,74,82,0.1,1023,-9,10,288,19,Canada,2020-02-19,0.0,0.0,8.0,0.0
2020-02-20,-13,-20,0.0,10.8,1,1,7,06:34 AM,03:34 PM,07:57 AM,06:36 PM,-18,-22,-16,-22,15,46,89,0.0,1032,-13,8,287,9,Canada,2020-02-20,0.0,0.0,8.0,0.0
2020-02-21,-3,-19,0.0,8.5,1,1,0,07:16 AM,04:35 PM,07:56 AM,06:38 PM,-12,-17,-11,-17,25,46,88,0.0,1026,-3,9,220,15,Canada,2020-02-21,0.0,0.0,8.0,0.0
2020-02-22,0,-7,0.1,5.4,1,1,0,07:49 AM,05:39 PM,07:54 AM,06:39 PM,-4,-8,-3,-8,31,91,89,0.1,1018,0,9,232,19,Canada,2020-02-22,0.0,0.0,8.0,0.0
2020-02-23,1,-7,0.0,5.4,1,1,0,08:18 AM,06:41 PM,07:52 AM,06:41 PM,-3,-7,-3,-7,19,60,95,0.0,1016,1,4,201,10,Canada,2020-02-23,1.0,0.0,9.0,0.0
2020-02-24,2,-2,0.0,7.0,1,1,0,08:42 AM,07:44 PM,07:51 AM,06:42 PM,0,-3,0,-3,20,76,94,0.0,1013,2,8,236,10,Canada,2020-02-24,0.0,0.0,9.0,0.0
2020-02-25,0,-4,0.0,5.5,1,1,8,09:05 AM,08:45 PM,07:49 AM,06:44 PM,-3,-5,-2,-5,15,82,92,0.0,1017,0,7,122,9,Canada,2020-02-25,1.0,0.0,10.0,0.0
2020-02-26,-1,-6,0.2,5.5,1,1,15,09:26 AM,09:47 PM,07:47 AM,06:45 PM,-4,-8,-3,-8,26,98,91,7.4,1015,-1,7,65,17,Canada,2020-02-26,0.0,0.0,10.0,0.0
2020-02-27,1,-10,32.9,5.5,1,1,23,09:47 AM,10:47 PM,07:46 AM,06:46 PM,-3,-9,-3,-9,41,100,96,65.9,991,1,3,166,27,Canada,2020-02-27,1.0,0.0,11.0,0.0
2020-02-28,-10,-14,1.4,5.5,1,1,30,10:08 AM,11:50 PM,07:44 AM,06:48 PM,-14,-20,-12,-20,28,98,88,1.6,1002,-10,6,266,20,Canada,2020-02-28,0.0,0.0,11.0,0.0
2020-02-29,-9,-17,0.0,5.5,1,1,38,10:31 AM,No moonset,07:42 AM,06:49 PM,-14,-20,-13,-20,21,81,91,0.0,1011,-9,9,276,13,Canada,2020-02-29,3.0,0.0,14.0,0.0
2020-03-01,-5,-18,0.0,10.1,1,1,44,10:59 AM,12:52 AM,07:40 AM,06:51 PM,-14,-16,-11,-16,15,37,88,0.0,1019,-5,10,258,9,Canada,2020-03-01,5.0,0.0,19.0,0.0
2020-03-02,3,-7,1.9,5.6,1,1,51,11:31 AM,01:56 AM,07:39 AM,06:52 PM,-2,-6,-1,-6,24,99,98,8.9,1007,3,5,172,14,Canada,2020-03-02,0.0,0.0,19.0,0.0
2020-03-03,0,-9,0.1,8.6,1,1,58,12:09 PM,03:00 AM,07:37 AM,06:53 PM,-2,-5,-3,-5,15,67,96,11.5,1002,0,6,99,9,Canada,2020-03-03,8.0,0.0,27.0,0.0
2020-03-04,1,-3,0.1,5.6,1,1,65,12:58 PM,04:03 AM,07:35 AM,06:55 PM,-1,-5,0,-5,32,76,92,8.7,1001,1,9,274,20,Canada,2020-03-04,3.0,0.0,30.0,0.0
2020-03-05,0,-5,0.2,5.6,1,1,73,01:57 PM,05:01 AM,07:33 AM,06:56 PM,-3,-5,-2,-5,15,78,95,0.3,1017,0,7,273,9,Canada,2020-03-05,0.0,0.0,30.0,0.0
2020-03-06,-1,-6,5.4,5.6,1,1,80,03:06 PM,05:53 AM,07:31 AM,06:57 PM,-3,-7,-2,-7,25,86,91,6.8,1019,-1,3,49,16,Canada,2020-03-06,15.0,0.0,45.0,0.0
2020-03-07,-3,-12,0.0,11.3,1,1,87,04:22 PM,06:37 AM,07:30 AM,06:59 PM,-9,-11,-7,-11,16,21,83,0.0,1028,-3,10,289,10,Canada,2020-03-07,6.0,0.0,51.0,0.0
2020-03-08,3,-5,0.0,8.7,1,1,95,05:42 PM,07:15 AM,07:28 AM,07:00 PM,-2,-3,-1,-3,14,60,89,0.0,1024,3,10,201,8,Canada,2020-03-08,6.0,0.0,57.0,0.0
2020-03-09,8,1,0.0,7.3,1,1,100,07:04 PM,07:48 AM,07:26 AM,07:02 PM,3,2,4,2,20,62,90,1.9,1019,8,8,209,10,Canada,2020-03-09,5.0,0.0,62.0,0.0
2020-03-10,7,-4,3.3,5.9,1,1,100,08:24 PM,08:17 AM,07:24 AM,07:03 PM,2,0,4,0,28,84,92,24.1,1012,7,8,246,16,Canada,2020-03-10,15.0,0.0,77.0,0.0
2020-03-11,-2,-9,0.0,10.2,1,1,84,09:45 PM,08:45 AM,07:22 AM,07:04 PM,-9,-7,-5,-7,8,57,76,0.0,1023,-2,10,112,6,Canada,2020-03-11,16.0,0.0,93.0,1.0
2020-03-12,0,-6,0.0,8.8,1,1,76,11:04 PM,09:13 AM,07:20 AM,07:06 PM,-3,-7,-3,-7,21,69,93,0.0,1019,0,10,94,14,Canada,2020-03-12,0.0,0.0,93.0,1.0
2020-03-13,8,0,0.0,7.4,1,1,69,No moonrise,09:43 AM,07:18 AM,07:07 PM,0,-2,3,-2,43,80,83,33.7,1004,8,8,247,27,Canada,2020-03-13,45.0,0.0,138.0,1.0
2020-03-14,2,-3,0.0,10.2,1,1,62,12:21 AM,10:16 AM,07:16 AM,07:08 PM,-6,-7,-1,-7,33,61,69,0.0,1024,2,10,293,22,Canada,2020-03-14,38.0,0.0,176.0,1.0
2020-03-15,-3,-8,0.0,11.6,1,1,55,01:35 AM,10:55 AM,07:15 AM,07:10 PM,-11,-10,-5,-10,16,20,61,0.0,1038,-3,10,342,12,Canada,2020-03-15,68.0,0.0,244.0,1.0
2020-03-16,-2,-10,0.0,6.0,1,1,47,02:43 AM,11:40 AM,07:13 AM,07:11 PM,-9,-10,-5,-10,16,67,75,0.0,1033,-2,10,102,12,Canada,2020-03-16,60.0,0.0,304.0,1.0
2020-03-14,26,26,0.0,7.4,1,1,62,11:58 PM,10:32 AM,06:34 AM,06:35 PM,22,29,29,26,33,46,79,0.3,1018,26,10,72,24,Cayman%20Islands,2020-03-14,0.0,0.0,1.0,0.0
2020-03-15,26,22,0.0,11.6,1,1,55,No moonrise,11:22 AM,06:33 AM,06:35 PM,21,28,28,25,37,38,77,0.5,1018,26,10,70,28,Cayman%20Islands,2020-03-15,0.0,0.0,1.0,0.0
2020-03-16,26,22,0.0,8.8,1,1,47,12:57 AM,12:13 PM,06:32 AM,06:35 PM,21,27,27,25,42,49,77,1.1,1018,26,10,61,31,Cayman%20Islands,2020-03-16,0.0,0.0,1.0,1.0
2020-03-15,40,25,0.0,11.6,1,1,55,11:35 PM,10:52 AM,05:52 AM,05:57 PM,3,32,32,32,8,14,18,0.0,1007,40,10,26,5,Central%20African%20Republic,2020-03-15,0.0,0.0,1.0,0.0
2020-03-16,40,23,0.0,11.6,1,1,47,No moonrise,11:47 AM,05:52 AM,05:57 PM,7,33,33,32,5,3,24,0.0,1007,40,10,325,4,Central%20African%20Republic,2020-03-16,0.0,0.0,1.0,0.0
2020-03-04,25,19,0.0,11.6,1,1,65,04:34 PM,01:48 AM,07:34 AM,08:14 PM,7,23,23,22,12,0,39,0.0,1015,25,10,251,6,Chile,2020-03-04,0.0,0.0,1.0,0.0
2020-03-05,26,20,0.0,11.6,1,1,73,05:31 PM,02:43 AM,07:35 AM,08:13 PM,2,23,23,23,9,3,27,0.0,1013,26,10,262,5,Chile,2020-03-05,0.0,0.0,1.0,0.0
2020-03-06,29,22,0.0,11.6,1,1,80,06:23 PM,03:45 AM,07:36 AM,08:11 PM,5,25,25,26,8,0,27,0.0,1014,29,10,252,6,Chile,2020-03-06,0.0,0.0,1.0,0.0
2020-03-07,26,18,0.0,11.6,1,1,87,07:11 PM,04:52 AM,07:37 AM,08:10 PM,5,22,22,22,11,5,36,0.0,1013,26,10,252,6,Chile,2020-03-07,4.0,0.0,5.0,0.0
2020-03-08,26,17,0.0,11.6,1,1,95,07:54 PM,06:04 AM,07:37 AM,08:09 PM,7,23,23,22,10,3,39,0.0,1014,26,10,255,6,Chile,2020-03-08,0.0,0.0,5.0,0.0
2020-03-09,25,17,0.0,11.6,1,1,100,08:33 PM,07:16 AM,07:38 AM,08:07 PM,4,23,23,22,10,1,32,0.0,1016,25,10,254,6,Chile,2020-03-09,5.0,0.0,10.0,0.0
2020-03-10,28,18,0.0,11.6,1,1,100,09:11 PM,08:27 AM,07:39 AM,08:06 PM,4,23,23,24,11,0,29,0.0,1014,28,10,251,6,Chile,2020-03-10,3.0,0.0,13.0,0.0
2020-03-11,23,14,0.0,11.6,1,1,84,09:47 PM,09:39 AM,07:40 AM,08:05 PM,4,21,21,20,12,22,34,0.0,1013,23,10,253,6,Chile,2020-03-11,4.0,0.0,17.0,0.0
2020-03-12,25,19,0.0,11.6,1,1,76,10:24 PM,10:49 AM,07:41 AM,08:04 PM,8,22,22,22,8,2,40,0.0,1014,25,10,248,7,Chile,2020-03-12,6.0,0.0,23.0,0.0
2020-03-13,26,18,0.0,11.6,1,1,69,11:04 PM,11:59 AM,07:41 AM,08:02 PM,11,23,23,22,9,3,49,0.0,1016,26,10,250,7,Chile,2020-03-13,10.0,0.0,33.0,0.0
2020-03-14,25,15,0.0,11.6,1,1,62,11:47 PM,01:06 PM,07:42 AM,08:01 PM,8,23,23,21,9,0,42,0.0,1017,25,10,250,6,Chile,2020-03-14,10.0,0.0,43.0,0.0
2020-03-15,26,17,0.0,11.6,1,1,55,No moonrise,02:11 PM,07:43 AM,08:00 PM,3,22,22,22,10,0,30,0.0,1016,26,10,251,6,Chile,2020-03-15,18.0,0.0,61.0,0.0
2020-03-16,24,13,0.0,11.6,1,1,47,12:33 AM,03:13 PM,07:44 AM,07:58 PM,3,19,19,19,12,1,36,0.0,1014,24,10,250,7,Chile,2020-03-16,14.0,0.0,75.0,0.0
2020-01-21,3,-1,0.0,8.7,1,1,18,04:10 AM,02:05 PM,07:32 AM,05:20 PM,-13,0,1,0,4,5,34,0.0,1026,3,10,43,4,China,2020-01-21,0.0,0.0,278.0,6.0
2020-01-22,7,-1,0.0,8.7,1,1,11,05:14 AM,02:51 PM,07:32 AM,05:21 PM,-11,2,3,2,5,5,36,0.0,1024,7,10,125,4,China,2020-01-22,32.0,0.0,310.0,6.0
2020-01-23,7,1,0.0,8.7,1,1,3,06:13 AM,03:44 PM,07:31 AM,05:22 PM,-8,2,4,2,8,6,44,0.0,1030,7,10,35,7,China,2020-01-23,264.0,11.0,574.0,17.0
2020-01-24,3,-6,0.0,8.7,1,1,0,07:05 AM,04:40 PM,07:30 AM,05:23 PM,-10,-2,0,-2,5,25,42,0.0,1038,3,10,190,4,China,2020-01-24,261.0,8.0,835.0,25.0
2020-01-25,7,-1,0.0,8.7,1,1,0,07:50 AM,05:40 PM,07:30 AM,05:24 PM,-7,3,4,3,4,2,47,0.0,1034,7,10,122,4,China,2020-01-25,462.0,16.0,1297.0,41.0
2020-01-26,3,0,0.0,8.7,1,1,4,08:28 AM,06:40 PM,07:29 AM,05:26 PM,-8,1,2,1,5,47,46,0.0,1033,3,10,113,4,China,2020-01-26,688.0,15.0,1985.0,56.0
2020-01-27,4,0,0.0,3.7,1,1,11,09:01 AM,07:41 PM,07:28 AM,05:27 PM,-7,1,1,1,3,89,53,0.0,1026,4,10,204,2,China,2020-01-27,776.0,24.0,2761.0,80.0
2020-01-28,5,0,0.0,5.4,1,1,18,09:30 AM,08:39 PM,07:27 AM,05:28 PM,-6,2,2,2,4,85,54,0.0,1025,5,10,128,3,China,2020-01-28,1776.0,26.0,4537.0,106.0
2020-01-29,7,1,0.0,8.7,1,1,26,09:56 AM,09:38 PM,07:27 AM,05:29 PM,-6,4,4,4,3,38,49,0.0,1026,7,10,239,2,China,2020-01-29,1460.0,26.0,5997.0,132.0
2020-01-30,10,1,0.0,8.7,1,1,33,10:21 AM,10:34 PM,07:26 AM,05:30 PM,-6,5,5,5,3,6,45,0.0,1025,10,10,191,2,China,2020-01-30,1739.0,38.0,7736.0,170.0
2020-01-31,11,3,0.0,8.7,1,1,37,10:45 AM,11:32 PM,07:25 AM,05:32 PM,-8,5,6,5,9,1,37,0.0,1024,11,10,223,8,China,2020-01-31,1984.0,43.0,9720.0,213.0
2020-02-01,4,0,0.0,7.1,1,1,49,11:10 AM,No moonset,07:24 AM,05:33 PM,-17,0,2,0,11,50,23,0.0,1030,4,10,76,9,China,2020-02-01,2101.0,46.0,11821.0,259.0
2020-02-02,4,-1,0.2,5.4,1,1,57,11:37 AM,12:30 AM,07:23 AM,05:34 PM,-11,-3,1,-3,17,58,46,0.6,1029,4,8,273,14,China,2020-02-02,2590.0,45.0,14411.0,304.0
2020-02-03,5,0,0.0,8.7,1,1,64,12:07 PM,01:31 AM,07:22 AM,05:35 PM,-15,-1,1,-1,12,2,28,0.0,1028,5,10,207,10,China,2020-02-03,2827.0,57.0,17238.0,361.0
2020-02-04,2,-4,0.0,8.7,1,1,72,12:42 PM,02:32 AM,07:21 AM,05:36 PM,-16,-4,-1,-4,12,14,30,0.0,1031,2,10,99,9,China,2020-02-04,3233.0,64.0,20471.0,425.0
2020-02-05,-3,-6,1.3,3.8,1,1,79,01:25 PM,03:35 AM,07:20 AM,05:38 PM,-10,-6,-3,-6,7,82,63,2.6,1036,-3,7,104,6,China,2020-02-05,3892.0,66.0,24363.0,491.0
2020-02-06,-2,-7,4.8,3.8,1,1,87,02:15 PM,04:38 AM,07:19 AM,05:39 PM,-7,-6,-4,-6,6,68,78,5.0,1034,-2,5,112,5,China,2020-02-06,3697.0,73.0,28060.0,564.0
2020-02-07,5,-3,0.0,8.7,1,1,95,03:15 PM,05:38 AM,07:18 AM,05:40 PM,-4,0,1,0,4,10,71,0.0,1030,5,10,159,4,China,2020-02-07,3151.0,73.0,31211.0,637.0
2020-02-08,4,-5,0.0,7.1,1,1,100,04:23 PM,06:33 AM,07:17 AM,05:41 PM,-5,0,2,0,5,14,55,0.0,1032,4,10,103,4,China,2020-02-08,3387.0,86.0,34598.0,723.0
2020-02-09,9,0,0.0,8.7,1,1,100,05:37 PM,07:22 AM,07:16 AM,05:42 PM,-3,5,5,5,4,3,57,0.0,1025,9,10,142,3,China,2020-02-09,2653.0,89.0,37251.0,812.0
2020-02-10,13,3,0.0,8.7,1,1,83,06:52 PM,08:03 AM,07:15 AM,05:44 PM,-4,8,8,8,4,1,44,0.0,1020,13,10,125,3,China,2020-02-10,2984.0,97.0,40235.0,909.0
2020-02-11,11,5,0.0,8.7,1,1,75,08:07 PM,08:40 AM,07:13 AM,05:45 PM,-3,7,8,7,5,4,49,0.0,1018,11,10,159,4,China,2020-02-11,2473.0,108.0,42708.0,1017.0
2020-02-12,15,6,0.0,8.7,1,1,68,09:22 PM,09:14 AM,07:12 AM,05:46 PM,0,10,10,10,4,0,50,0.0,1015,15,10,135,4,China,2020-02-12,2022.0,97.0,44730.0,1114.0
2020-02-13,14,5,0.0,8.7,1,1,60,10:34 PM,09:45 AM,07:11 AM,05:47 PM,1,8,9,8,8,27,57,0.0,1012,14,10,149,6,China,2020-02-13,1820.0,254.0,46550.0,1368.0
2020-02-14,2,-1,17.3,3.9,1,1,53,11:46 PM,10:16 AM,07:10 AM,05:48 PM,-1,0,3,0,12,88,80,20.6,1025,2,7,58,10,China,2020-02-14,1998.0,13.0,48548.0,1381.0
2020-02-15,-1,-4,0.0,8.7,1,1,45,No moonrise,10:49 AM,07:09 AM,05:49 PM,-18,-8,-2,-8,27,15,30,0.0,1032,-1,10,328,21,China,2020-02-15,1506.0,143.0,50054.0,1524.0
2020-02-16,2,-3,0.0,8.7,1,1,38,12:56 AM,11:25 AM,07:07 AM,05:51 PM,-18,-5,-1,-5,20,20,26,0.0,1030,2,10,346,16,China,2020-02-16,1120.0,142.0,51174.0,1666.0
2020-02-17,10,-1,0.0,8.7,1,1,30,02:04 AM,12:04 PM,07:06 AM,05:52 PM,-10,4,5,4,6,1,33,0.0,1030,10,10,264,5,China,2020-02-17,19461.0,106.0,70635.0,1772.0
2020-02-18,8,1,0.0,7.1,1,1,22,03:09 AM,12:48 PM,07:05 AM,05:53 PM,-8,4,5,4,7,29,40,0.0,1026,8,10,141,5,China,2020-02-18,1893.0,98.0,72528.0,1870.0
2020-02-19,9,2,0.0,8.7,1,1,15,04:08 AM,01:39 PM,07:03 AM,05:54 PM,-4,4,5,4,7,6,51,0.0,1026,9,10,74,6,China,2020-02-19,1752.0,136.0,74280.0,2006.0
2020-02-20,7,1,0.0,7.1,1,1,7,05:02 AM,02:33 PM,07:02 AM,05:55 PM,-2,4,4,4,5,41,64,0.0,1030,7,10,151,4,China,2020-02-20,395.0,115.0,74675.0,2121.0
