date,location,new_cases,new_deaths,total_cases,total_deaths,incubationDateStart,incubationDateEnd,maxtempC,mintempC,FeelsLikeC,HeatIndexC,WindChillC,humidity,tempC
2020-03-09 00:00:00,Ecuador,1.0,,15,,2020-02-24 00:00:00,2020-03-02 00:00:00,19.0,12.5,14.5,14.5,14.5,77.5,19.0
2020-03-10 00:00:00,Ecuador,0.0,,15,,2020-02-25 00:00:00,2020-03-03 00:00:00,20.0,12.5,15.0,15.0,15.0,76.5,20.0
2020-03-11 00:00:00,Ecuador,0.0,,15,,2020-02-26 00:00:00,2020-03-04 00:00:00,20.0,13.0,15.5,15.0,15.5,75.5,20.0
2020-03-12 00:00:00,Ecuador,2.0,,17,,2020-02-27 00:00:00,2020-03-05 00:00:00,20.0,13.0,16.0,15.5,16.0,74.5,20.0
2020-03-13 00:00:00,Ecuador,0.0,,17,,2020-02-28 00:00:00,2020-03-06 00:00:00,20.0,13.0,16.0,15.5,16.0,74.5,20.0
2020-03-14 00:00:00,Ecuador,6.0,,23,,2020-02-29 00:00:00,2020-03-07 00:00:00,20.0,13.0,16.0,15.5,16.0,74.5,20.0
2020-03-15 00:00:00,Ecuador,0.0,,23,,2020-03-01 00:00:00,2020-03-08 00:00:00,19.5,13.0,16.0,15.5,16.0,73.5,19.5
2020-03-16 00:00:00,Ecuador,14.0,,37,2.0,2020-03-02 00:00:00,2020-03-09 00:00:00,19.5,13.0,16.0,16.0,16.0,73.0,19.5
2020-03-17 00:00:00,Ecuador,21.0,0.0,58,2.0,2020-03-03 00:00:00,2020-03-10 00:00:00,19.0,13.0,15.5,15.5,15.5,74.5,19.0
2020-02-15 00:00:00,Egypt,,,1,,2020-02-01 00:00:00,2020-02-08 00:00:00,20.5,12.5,16.0,16.5,16.0,55.0,20.5
2020-02-16 00:00:00,Egypt,0.0,,1,,2020-02-02 00:00:00,2020-02-09 00:00:00,20.5,12.0,15.5,16.0,15.5,55.0,20.5
2020-02-17 00:00:00,Egypt,0.0,,1,,2020-02-03 00:00:00,2020-02-10 00:00:00,19.0,11.5,14.5,15.0,14.5,53.0,19.0
2020-02-18 00:00:00,Egypt,0.0,,1,,2020-02-04 00:00:00,2020-02-11 00:00:00,17.5,11.5,14.0,14.5,14.0,52.5,17.5
2020-02-19 00:00:00,Egypt,0.0,,1,,2020-02-05 00:00:00,2020-02-12 00:00:00,17.5,11.5,14.0,14.5,14.0,48.5,17.5
2020-02-20 00:00:00,Egypt,0.0,,1,,2020-02-06 00:00:00,2020-02-13 00:00:00,17.5,11.5,14.0,14.5,14.0,47.0,17.5
2020-02-21 00:00:00,Egypt,0.0,,1,,2020-02-07 00:00:00,2020-02-14 00:00:00,17.5,11.5,14.0,14.5,14.0,52.5,17.5
2020-02-22 00:00:00,Egypt,0.0,,1,,2020-02-08 00:00:00,2020-02-15 00:00:00,20.0,11.5,15.5,16.0,15.5,53.5,20.0
2020-02-23 00:00:00,Egypt,0.0,,1,,2020-02-09 00:00:00,2020-02-16 00:00:00,22.0,12.5,16.5,17.0,16.5,53.5,22.0
2020-02-24 00:00:00,Egypt,0.0,,1,,2020-02-10 00:00:00,2020-02-17 00:00:00,22.0,12.5,16.5,17.0,16.5,54.0,22.0
2020-02-25 00:00:00,Egypt,0.0,,1,,2020-02-11 00:00:00,2020-02-18 00:00:00,22.0,12.5,16.5,17.0,16.5,57.0,22.0
2020-02-26 00:00:00,Egypt,0.0,,1,,2020-02-12 00:00:00,2020-02-19 00:00:00,22.0,12.5,16.5,17.0,16.5,59.5,22.0
2020-02-27 00:00:00,Egypt,0.0,,1,,2020-02-13 00:00:00,2020-02-20 00:00:00,21.0,12.5,16.5,16.5,16.5,59.5,21.0
2020-02-28 00:00:00,Egypt,0.0,,1,,2020-02-14 00:00:00,2020-02-21 00:00:00,20.5,12.5,15.5,16.0,15.5,59.5,20.5
2020-02-29 00:00:00,Egypt,0.0,,1,,2020-02-15 00:00:00,2020-02-22 00:00:00,20.0,12.0,15.0,15.5,15.0,59.5,20.0
2020-03-01 00:00:00,Egypt,0.0,,1,,2020-02-16 00:00:00,2020-02-23 00:00:00,20.0,12.0,15.0,15.0,15.0,58.5,20.0
2020-03-02 00:00:00,Egypt,1.0,,2,,2020-02-17 00:00:00,2020-02-24 00:00:00,20.0,12.0,15.0,15.0,15.0,58.5,20.0
2020-03-03 00:00:00,Egypt,0.0,,2,,2020-02-18 00:00:00,2020-02-25 00:00:00,19.5,12.0,15.0,15.0,15.0,58.5,19.5
2020-03-04 00:00:00,Egypt,0.0,,2,,2020-02-19 00:00:00,2020-02-26 00:00:00,19.5,12.0,15.0,15.5,15.0,55.5,19.5
2020-03-05 00:00:00,Egypt,0.0,,2,,2020-02-20 00:00:00,2020-02-27 00:00:00,19.5,12.0,15.0,16.0,15.0,54.0,19.5
2020-03-06 00:00:00,Egypt,1.0,,3,,2020-02-21 00:00:00,2020-02-28 00:00:00,19.5,12.5,15.0,16.0,15.0,53.0,19.5
2020-03-07 00:00:00,Egypt,0.0,,3,,2020-02-22 00:00:00,2020-02-29 00:00:00,19.5,12.5,15.5,16.0,15.5,55.5,19.5
2020-03-08 00:00:00,Egypt,45.0,,48,,2020-02-23 00:00:00,2020-03-01 00:00:00,20.5,13.0,16.0,16.5,16.0,53.0,20.5
2020-03-09 00:00:00,Egypt,7.0,,55,1.0,2020-02-24 00:00:00,2020-03-02 00:00:00,23.5,13.5,18.0,18.5,18.0,52.5,23.5
2020-03-10 00:00:00,Egypt,4.0,0.0,59,1.0,2020-02-25 00:00:00,2020-03-03 00:00:00,25.0,14.0,19.0,19.5,19.0,52.0,25.0
2020-03-11 00:00:00,Egypt,0.0,0.0,59,1.0,2020-02-26 00:00:00,2020-03-04 00:00:00,26.0,15.0,20.0,20.5,20.0,49.5,26.0
2020-03-12 00:00:00,Egypt,8.0,0.0,67,1.0,2020-02-27 00:00:00,2020-03-05 00:00:00,26.0,15.0,20.5,20.5,20.5,42.0,26.0
2020-03-13 00:00:00,Egypt,0.0,0.0,67,1.0,2020-02-28 00:00:00,2020-03-06 00:00:00,25.0,15.0,19.0,19.5,19.0,47.5,25.0
2020-03-14 00:00:00,Egypt,26.0,1.0,93,2.0,2020-02-29 00:00:00,2020-03-07 00:00:00,24.0,14.0,18.5,19.0,18.5,50.0,24.0
2020-03-15 00:00:00,Egypt,0.0,0.0,93,2.0,2020-03-01 00:00:00,2020-03-08 00:00:00,25.0,14.5,19.5,19.5,19.5,47.5,25.0
2020-03-16 00:00:00,Egypt,33.0,0.0,126,2.0,2020-03-02 00:00:00,2020-03-09 00:00:00,26.5,15.5,21.0,21.0,21.0,42.5,26.5
2020-03-17 00:00:00,Egypt,40.0,2.0,166,4.0,2020-03-03 00:00:00,2020-03-10 00:00:00,25.5,15.5,20.5,20.5,20.5,42.5,25.5
2020-03-15 00:00:00,Equatorial%20Guinea,,,1,,2020-03-01 00:00:00,2020-03-08 00:00:00,29.0,27.0,32.0,32.0,28.0,79.0,29.0
2020-03-16 00:00:00,Equatorial%20Guinea,0.0,,1,,2020-03-02 00:00:00,2020-03-09 00:00:00,29.0,27.0,32.0,32.0,28.0,79.0,29.0
2020-03-17 00:00:00,Equatorial%20Guinea,0.0,,1,,2020-03-03 00:00:00,2020-03-10 00:00:00,29.0,27.0,32.0,32.0,28.0,79.5,29.0
2020-02-27 00:00:00,Estonia,,,1,,2020-02-13 00:00:00,2020-02-20 00:00:00,4.5,0.5,-1.0,2.5,-1.0,85.5,4.5
2020-02-28 00:00:00,Estonia,0.0,,1,,2020-02-14 00:00:00,2020-02-21 00:00:00,4.0,-0.5,-1.0,2.5,-1.0,85.5,4.0
2020-02-29 00:00:00,Estonia,0.0,,1,,2020-02-15 00:00:00,2020-02-22 00:00:00,5.0,-0.5,-1.0,3.5,-1.0,85.0,5.0
2020-03-01 00:00:00,Estonia,0.0,,1,,2020-02-16 00:00:00,2020-02-23 00:00:00,5.0,1.0,-1.0,3.5,-1.0,82.5,5.0
2020-03-02 00:00:00,Estonia,0.0,,1,,2020-02-17 00:00:00,2020-02-24 00:00:00,5.0,1.0,-1.0,3.5,-1.0,80.0,5.0
2020-03-03 00:00:00,Estonia,0.0,,1,,2020-02-18 00:00:00,2020-02-25 00:00:00,4.0,0.0,-1.5,2.5,-1.5,80.0,4.0
2020-03-04 00:00:00,Estonia,1.0,,2,,2020-02-19 00:00:00,2020-02-26 00:00:00,3.0,0.0,-2.5,2.0,-2.5,82.5,3.0
2020-03-05 00:00:00,Estonia,0.0,,2,,2020-02-20 00:00:00,2020-02-27 00:00:00,3.0,-0.5,-3.0,1.5,-3.0,81.0,3.0
2020-03-06 00:00:00,Estonia,1.0,,3,,2020-02-21 00:00:00,2020-02-28 00:00:00,2.5,-1.0,-3.5,0.5,-3.5,81.0,2.5
2020-03-07 00:00:00,Estonia,7.0,,10,,2020-02-22 00:00:00,2020-02-29 00:00:00,2.0,-1.0,-5.0,-0.5,-5.0,81.0,2.0
2020-03-08 00:00:00,Estonia,0.0,,10,,2020-02-23 00:00:00,2020-03-01 00:00:00,2.0,-1.5,-5.0,-0.5,-5.0,81.5,2.0
2020-03-09 00:00:00,Estonia,0.0,,10,,2020-02-24 00:00:00,2020-03-02 00:00:00,2.0,-1.5,-5.0,-0.5,-5.0,86.5,2.0
2020-03-10 00:00:00,Estonia,0.0,,10,,2020-02-25 00:00:00,2020-03-03 00:00:00,2.0,-1.5,-4.5,-0.5,-4.5,90.5,2.0
2020-03-11 00:00:00,Estonia,3.0,,13,,2020-02-26 00:00:00,2020-03-04 00:00:00,2.5,-1.5,-4.5,0.5,-4.5,92.0,2.5
2020-03-12 00:00:00,Estonia,0.0,,13,,2020-02-27 00:00:00,2020-03-05 00:00:00,3.0,0.0,-2.5,2.0,-2.5,92.0,3.0
2020-03-13 00:00:00,Estonia,0.0,,13,,2020-02-28 00:00:00,2020-03-06 00:00:00,3.5,1.0,-1.5,2.0,-1.5,92.0,3.5
2020-03-14 00:00:00,Estonia,66.0,,79,,2020-02-29 00:00:00,2020-03-07 00:00:00,4.0,1.0,-1.0,2.0,-1.0,92.0,4.0
2020-03-15 00:00:00,Estonia,0.0,,79,,2020-03-01 00:00:00,2020-03-08 00:00:00,4.5,1.0,-1.0,2.0,-1.0,92.0,4.5
2020-03-16 00:00:00,Estonia,126.0,,205,,2020-03-02 00:00:00,2020-03-09 00:00:00,5.0,1.0,-1.0,2.5,-1.0,90.0,5.0
2020-03-17 00:00:00,Estonia,0.0,,205,,2020-03-03 00:00:00,2020-03-10 00:00:00,5.0,1.0,-1.0,2.5,-1.0,88.5,5.0
2020-03-15 00:00:00,Swaziland,,,1,,2020-03-01 00:00:00,2020-03-08 00:00:00,23.0,13.0,18.0,18.5,18.0,81.5,23.0
2020-03-16 00:00:00,Swaziland,0.0,,1,,2020-03-02 00:00:00,2020-03-09 00:00:00,23.5,13.0,18.0,19.0,18.0,81.0,23.5
2020-03-17 00:00:00,Swaziland,0.0,,1,,2020-03-03 00:00:00,2020-03-10 00:00:00,23.5,13.0,18.5,19.0,18.0,79.5,23.5
2020-03-14 00:00:00,Ethiopia,,,1,,2020-02-29 00:00:00,2020-03-07 00:00:00,24.0,15.0,19.5,20.0,19.5,44.0,24.0
2020-03-15 00:00:00,Ethiopia,0.0,,1,,2020-03-01 00:00:00,2020-03-08 00:00:00,24.0,15.0,19.5,20.0,19.5,46.0,24.0
2020-03-16 00:00:00,Ethiopia,0.0,,1,,2020-03-02 00:00:00,2020-03-09 00:00:00,24.0,15.0,19.5,20.0,19.5,46.0,24.0
2020-03-17 00:00:00,Ethiopia,4.0,,5,,2020-03-03 00:00:00,2020-03-10 00:00:00,23.5,15.0,19.5,20.0,19.5,48.0,23.5
2020-03-08 00:00:00,Faeroe%20Islands,,,1,,2020-02-23 00:00:00,2020-03-01 00:00:00,4.5,-2.0,-1.5,1.5,-1.5,82.0,4.5
2020-03-09 00:00:00,Faeroe%20Islands,1.0,,2,,2020-02-24 00:00:00,2020-03-02 00:00:00,5.0,-3.0,-3.0,1.0,-3.0,78.0,5.0
2020-03-10 00:00:00,Faeroe%20Islands,0.0,,2,,2020-02-25 00:00:00,2020-03-03 00:00:00,5.0,-3.0,-3.0,1.0,-3.0,78.5,5.0
2020-03-11 00:00:00,Faeroe%20Islands,0.0,,2,,2020-02-26 00:00:00,2020-03-04 00:00:00,5.0,-3.0,-3.0,1.0,-3.0,74.0,5.0
2020-03-12 00:00:00,Faeroe%20Islands,0.0,,2,,2020-02-27 00:00:00,2020-03-05 00:00:00,5.0,-3.0,-3.0,1.0,-3.0,70.0,5.0
2020-03-13 00:00:00,Faeroe%20Islands,0.0,,2,,2020-02-28 00:00:00,2020-03-06 00:00:00,5.0,-2.5,-3.5,1.0,-3.5,68.5,5.0
2020-03-14 00:00:00,Faeroe%20Islands,1.0,,3,,2020-02-29 00:00:00,2020-03-07 00:00:00,5.0,-3.5,-3.5,1.0,-3.5,68.5,5.0
2020-03-15 00:00:00,Faeroe%20Islands,6.0,,9,,2020-03-01 00:00:00,2020-03-08 00:00:00,5.0,-2.0,-2.5,1.5,-2.5,68.5,5.0
2020-03-16 00:00:00,Faeroe%20Islands,2.0,,11,,2020-03-02 00:00:00,2020-03-09 00:00:00,5.0,-0.5,-2.0,2.0,-2.0,71.5,5.0
2020-03-17 00:00:00,Faeroe%20Islands,36.0,,47,,2020-03-03 00:00:00,2020-03-10 00:00:00,6.0,0.5,-1.0,3.5,-1.0,71.5,6.0
2020-01-30 00:00:00,Finland,,,1,,2020-01-16 00:00:00,2020-01-23 00:00:00,4.0,-2.5,-1.0,3.0,-1.0,82.0,4.0
2020-01-31 00:00:00,Finland,0.0,,1,,2020-01-17 00:00:00,2020-01-24 00:00:00,4.0,-2.5,-1.5,2.5,-1.5,82.0,4.0
2020-02-01 00:00:00,Finland,0.0,,1,,2020-01-18 00:00:00,2020-01-25 00:00:00,3.5,-2.5,-2.0,2.0,-2.0,79.0,3.5
2020-02-02 00:00:00,Finland,0.0,,1,,2020-01-19 00:00:00,2020-01-26 00:00:00,3.5,-1.5,-2.0,2.0,-2.0,79.0,3.5
2020-02-03 00:00:00,Finland,0.0,,1,,2020-01-20 00:00:00,2020-01-27 00:00:00,2.5,-2.5,-3.0,1.5,-3.0,79.0,2.5
2020-02-04 00:00:00,Finland,0.0,,1,,2020-01-21 00:00:00,2020-01-28 00:00:00,2.5,-1.5,-3.0,1.5,-3.0,82.5,2.5
2020-02-05 00:00:00,Finland,0.0,,1,,2020-01-22 00:00:00,2020-01-29 00:00:00,2.0,-1.5,-4.0,1.0,-4.0,87.5,2.0
2020-02-06 00:00:00,Finland,0.0,,1,,2020-01-23 00:00:00,2020-01-30 00:00:00,2.0,-2.5,-3.0,1.5,-3.0,90.5,2.0
2020-02-07 00:00:00,Finland,0.0,,1,,2020-01-24 00:00:00,2020-01-31 00:00:00,2.0,-1.5,-2.5,1.5,-2.5,93.0,2.0
2020-02-08 00:00:00,Finland,0.0,,1,,2020-01-25 00:00:00,2020-02-01 00:00:00,2.0,-2.0,-3.0,1.0,-3.0,93.5,2.0
2020-02-09 00:00:00,Finland,0.0,,1,,2020-01-26 00:00:00,2020-02-02 00:00:00,2.5,-1.5,-2.5,1.5,-2.5,93.5,2.5
2020-02-10 00:00:00,Finland,0.0,,1,,2020-01-27 00:00:00,2020-02-03 00:00:00,2.0,-2.5,-3.0,1.0,-3.0,93.5,2.0
2020-02-11 00:00:00,Finland,0.0,,1,,2020-01-28 00:00:00,2020-02-04 00:00:00,2.0,-2.5,-3.0,1.0,-3.0,93.0,2.0
2020-02-12 00:00:00,Finland,0.0,,1,,2020-01-29 00:00:00,2020-02-05 00:00:00,2.0,-3.5,-3.5,1.0,-3.5,91.5,2.0
2020-02-13 00:00:00,Finland,0.0,,1,,2020-01-30 00:00:00,2020-02-06 00:00:00,1.5,-3.5,-4.5,0.5,-4.5,82.5,1.5
2020-02-14 00:00:00,Finland,0.0,,1,,2020-01-31 00:00:00,2020-02-07 00:00:00,1.0,-4.0,-6.0,-1.0,-6.0,75.0,1.0
2020-02-15 00:00:00,Finland,0.0,,1,,2020-02-01 00:00:00,2020-02-08 00:00:00,1.0,-4.0,-6.0,-1.0,-6.0,75.0,1.0
2020-02-16 00:00:00,Finland,0.0,,1,,2020-02-02 00:00:00,2020-02-09 00:00:00,1.0,-4.0,-6.0,-1.0,-6.0,75.0,1.0
2020-02-17 00:00:00,Finland,0.0,,1,,2020-02-03 00:00:00,2020-02-10 00:00:00,1.0,-4.0,-6.0,-1.0,-6.0,75.0,1.0
2020-02-18 00:00:00,Finland,0.0,,1,,2020-02-04 00:00:00,2020-02-11 00:00:00,1.5,-4.0,-4.0,-0.5,-4.0,80.0,1.5
2020-02-19 00:00:00,Finland,0.0,,1,,2020-02-05 00:00:00,2020-02-12 00:00:00,2.5,-3.5,-2.0,2.0,-2.0,85.5,2.5
2020-02-20 00:00:00,Finland,0.0,,1,,2020-02-06 00:00:00,2020-02-13 00:00:00,3.0,-3.5,-2.0,2.5,-2.0,85.5,3.0
2020-02-21 00:00:00,Finland,0.0,,1,,2020-02-07 00:00:00,2020-02-14 00:00:00,3.0,-3.5,-2.0,2.5,-2.0,85.5,3.0
2020-02-22 00:00:00,Finland,0.0,,1,,2020-02-08 00:00:00,2020-02-15 00:00:00,3.0,-3.5,-2.0,2.5,-2.0,86.5,3.0
2020-02-23 00:00:00,Finland,0.0,,1,,2020-02-09 00:00:00,2020-02-16 00:00:00,3.5,-3.0,-2.0,3.0,-2.0,86.5,3.5
2020-02-24 00:00:00,Finland,0.0,,1,,2020-02-10 00:00:00,2020-02-17 00:00:00,3.5,-0.5,-2.0,3.0,-2.0,85.5,3.5
2020-02-25 00:00:00,Finland,0.0,,1,,2020-02-11 00:00:00,2020-02-18 00:00:00,3.5,-0.5,-2.0,3.0,-2.0,85.0,3.5
2020-02-26 00:00:00,Finland,0.0,,1,,2020-02-12 00:00:00,2020-02-19 00:00:00,4.0,-0.5,-1.5,3.0,-1.5,84.5,4.0
2020-02-27 00:00:00,Finland,1.0,,2,,2020-02-13 00:00:00,2020-02-20 00:00:00,3.5,-3.0,-1.5,2.5,-1.5,84.5,3.5
2020-02-28 00:00:00,Finland,0.0,,2,,2020-02-14 00:00:00,2020-02-21 00:00:00,3.5,-2.5,-1.5,2.5,-1.5,85.5,3.5
2020-02-29 00:00:00,Finland,0.0,,2,,2020-02-15 00:00:00,2020-02-22 00:00:00,4.5,-1.5,-1.0,3.0,-1.0,86.0,4.5
2020-03-01 00:00:00,Finland,0.0,,2,,2020-02-16 00:00:00,2020-02-23 00:00:00,4.5,0.5,-1.0,3.0,-1.0,84.5,4.5
2020-03-02 00:00:00,Finland,4.0,,6,,2020-02-17 00:00:00,2020-02-24 00:00:00,4.0,1.0,-1.5,3.0,-1.5,83.0,4.0
2020-03-03 00:00:00,Finland,1.0,,7,,2020-02-18 00:00:00,2020-02-25 00:00:00,3.5,-0.5,-2.0,2.5,-2.0,81.5,3.5
2020-03-04 00:00:00,Finland,0.0,,7,,2020-02-19 00:00:00,2020-02-26 00:00:00,3.0,-1.5,-2.5,1.5,-2.5,80.0,3.0
2020-03-05 00:00:00,Finland,0.0,,7,,2020-02-20 00:00:00,2020-02-27 00:00:00,2.5,-2.0,-3.5,1.0,-3.5,71.5,2.5
2020-03-06 00:00:00,Finland,5.0,,12,,2020-02-21 00:00:00,2020-02-28 00:00:00,2.5,-2.0,-4.5,0.5,-4.5,65.0,2.5
2020-03-07 00:00:00,Finland,7.0,,19,,2020-02-22 00:00:00,2020-02-29 00:00:00,1.5,-2.5,-5.0,-0.5,-5.0,65.0,1.5
2020-03-08 00:00:00,Finland,0.0,,19,,2020-02-23 00:00:00,2020-03-01 00:00:00,1.5,-3.5,-5.0,-0.5,-5.0,65.0,1.5
2020-03-09 00:00:00,Finland,11.0,,30,,2020-02-24 00:00:00,2020-03-02 00:00:00,1.5,-3.5,-5.0,-0.5,-5.0,65.0,1.5
2020-03-10 00:00:00,Finland,10.0,,40,,2020-02-25 00:00:00,2020-03-03 00:00:00,1.5,-4.0,-4.5,-0.5,-4.5,72.0,1.5
2020-03-11 00:00:00,Finland,0.0,,40,,2020-02-26 00:00:00,2020-03-04 00:00:00,2.0,-3.5,-4.0,0.0,-4.0,85.5,2.0
2020-03-12 00:00:00,Finland,0.0,,40,,2020-02-27 00:00:00,2020-03-05 00:00:00,3.0,-3.5,-3.0,1.5,-3.0,92.0,3.0
2020-03-13 00:00:00,Finland,69.0,,109,,2020-02-28 00:00:00,2020-03-06 00:00:00,3.5,-3.0,-2.5,2.5,-2.5,92.0,3.5
2020-03-14 00:00:00,Finland,0.0,,109,,2020-02-29 00:00:00,2020-03-07 00:00:00,4.0,-2.0,-1.5,2.5,-1.5,92.0,4.0
2020-03-15 00:00:00,Finland,101.0,,210,,2020-03-01 00:00:00,2020-03-08 00:00:00,4.0,-2.0,-1.0,2.5,-1.0,92.0,4.0
2020-03-16 00:00:00,Finland,57.0,,267,,2020-03-02 00:00:00,2020-03-09 00:00:00,4.0,-2.0,-1.0,3.0,-1.0,88.5,4.0
2020-03-17 00:00:00,Finland,5.0,,272,,2020-03-03 00:00:00,2020-03-10 00:00:00,4.0,-0.5,-1.0,3.0,-1.0,88.5,4.0
2020-01-25 00:00:00,France,,,3,,2020-01-11 00:00:00,2020-01-18 00:00:00,10.0,5.0,6.0,8.5,6.0,76.5,10.0
2020-01-26 00:00:00,France,0.0,,3,,2020-01-12 00:00:00,2020-01-19 00:00:00,10.0,5.0,6.0,8.5,6.0,73.5,10.0
2020-01-27 00:00:00,France,0.0,,3,,2020-01-13 00:00:00,2020-01-20 00:00:00,10.0,5.0,6.0,8.5,6.0,73.5,10.0
2020-01-28 00:00:00,France,0.0,,3,,2020-01-14 00:00:00,2020-01-21 00:00:00,9.5,4.5,5.0,7.5,5.0,72.5,9.5
2020-01-29 00:00:00,France,1.0,,4,,2020-01-15 00:00:00,2020-01-22 00:00:00,8.5,4.0,3.5,5.5,3.5,72.5,8.5
2020-01-30 00:00:00,France,1.0,,5,,2020-01-16 00:00:00,2020-01-23 00:00:00,8.5,3.0,2.5,5.0,2.5,72.5,8.5
2020-01-31 00:00:00,France,1.0,,6,,2020-01-17 00:00:00,2020-01-24 00:00:00,8.5,3.0,2.5,5.0,2.5,71.5,8.5
2020-02-01 00:00:00,France,0.0,,6,,2020-01-18 00:00:00,2020-01-25 00:00:00,8.0,2.5,2.5,5.0,2.5,72.5,8.0
2020-02-02 00:00:00,France,0.0,,6,,2020-01-19 00:00:00,2020-01-26 00:00:00,8.0,2.5,2.5,5.0,2.5,72.5,8.0
2020-02-03 00:00:00,France,0.0,,6,,2020-01-20 00:00:00,2020-01-27 00:00:00,8.5,2.5,3.5,5.0,3.5,74.5,8.5
2020-02-04 00:00:00,France,0.0,,6,,2020-01-21 00:00:00,2020-01-28 00:00:00,8.5,2.0,3.5,5.0,3.5,70.5,8.5
2020-02-05 00:00:00,France,0.0,,6,,2020-01-22 00:00:00,2020-01-29 00:00:00,9.0,2.0,4.0,6.0,4.0,70.5,9.0
2020-02-06 00:00:00,France,0.0,,6,,2020-01-23 00:00:00,2020-01-30 00:00:00,9.0,3.5,4.0,7.0,4.0,78.0,9.0
2020-02-07 00:00:00,France,0.0,,6,,2020-01-24 00:00:00,2020-01-31 00:00:00,9.5,5.0,4.5,7.0,4.5,84.5,9.5
2020-02-08 00:00:00,France,0.0,,6,,2020-01-25 00:00:00,2020-02-01 00:00:00,10.0,5.0,5.0,7.5,5.0,84.5,10.0
2020-02-09 00:00:00,France,5.0,,11,,2020-01-26 00:00:00,2020-02-02 00:00:00,10.5,6.5,5.5,8.5,5.5,83.5,10.5
2020-02-10 00:00:00,France,0.0,,11,,2020-01-27 00:00:00,2020-02-03 00:00:00,12.0,6.5,8.0,10.5,8.0,81.0,12.0
2020-02-11 00:00:00,France,0.0,,11,,2020-01-28 00:00:00,2020-02-04 00:00:00,12.0,5.0,7.5,10.0,7.5,78.5,12.0
2020-02-12 00:00:00,France,0.0,,11,,2020-01-29 00:00:00,2020-02-05 00:00:00,12.0,5.0,8.0,10.0,8.0,78.5,12.0
2020-02-13 00:00:00,France,0.0,,11,,2020-01-30 00:00:00,2020-02-06 00:00:00,12.0,5.0,8.0,10.0,8.0,78.5,12.0
2020-02-14 00:00:00,France,0.0,,11,,2020-01-31 00:00:00,2020-02-07 00:00:00,12.0,5.0,8.0,10.0,8.0,76.0,12.0
2020-02-15 00:00:00,France,0.0,,11,,2020-02-01 00:00:00,2020-02-08 00:00:00,10.5,5.0,6.5,8.5,6.5,76.0,10.5
2020-02-16 00:00:00,France,1.0,,12,1.0,2020-02-02 00:00:00,2020-02-09 00:00:00,10.5,5.0,6.0,8.5,6.0,76.0,10.5
2020-02-17 00:00:00,France,0.0,0.0,12,1.0,2020-02-03 00:00:00,2020-02-10 00:00:00,10.0,5.0,6.0,8.5,6.0,71.0,10.0
2020-02-18 00:00:00,France,0.0,0.0,12,1.0,2020-02-04 00:00:00,2020-02-11 00:00:00,10.0,5.0,6.0,7.5,6.0,67.0,10.0
2020-02-19 00:00:00,France,0.0,0.0,12,1.0,2020-02-05 00:00:00,2020-02-12 00:00:00,10.0,5.0,6.0,7.0,6.0,67.5,10.0
2020-02-20 00:00:00,France,0.0,0.0,12,1.0,2020-02-06 00:00:00,2020-02-13 00:00:00,10.0,5.0,5.5,7.5,5.5,67.5,10.0
2020-02-21 00:00:00,France,0.0,0.0,12,1.0,2020-02-07 00:00:00,2020-02-14 00:00:00,10.0,6.0,5.5,8.5,5.5,69.5,10.0
2020-02-22 00:00:00,France,0.0,0.0,12,1.0,2020-02-08 00:00:00,2020-02-15 00:00:00,10.5,7.0,6.5,9.0,6.5,74.0,10.5
2020-02-23 00:00:00,France,0.0,0.0,12,1.0,2020-02-09 00:00:00,2020-02-16 00:00:00,11.5,7.0,6.5,9.0,6.5,69.0,11.5
2020-02-24 00:00:00,France,0.0,0.0,12,1.0,2020-02-10 00:00:00,2020-02-17 00:00:00,11.5,7.0,7.0,9.5,7.0,65.5,11.5
2020-02-25 00:00:00,France,0.0,0.0,12,1.0,2020-02-11 00:00:00,2020-02-18 00:00:00,11.5,6.0,6.0,8.5,6.0,65.5,11.5
2020-02-26 00:00:00,France,0.0,0.0,12,1.0,2020-02-12 00:00:00,2020-02-19 00:00:00,11.5,7.0,6.0,8.5,6.0,68.5,11.5
2020-02-27 00:00:00,France,6.0,1.0,18,2.0,2020-02-13 00:00:00,2020-02-20 00:00:00,11.5,7.0,6.5,9.0,6.5,70.0,11.5
2020-02-28 00:00:00,France,20.0,0.0,38,2.0,2020-02-14 00:00:00,2020-02-21 00:00:00,11.5,7.0,6.5,9.0,6.5,67.5,11.5
2020-02-29 00:00:00,France,19.0,0.0,57,2.0,2020-02-15 00:00:00,2020-02-22 00:00:00,11.5,7.0,6.0,9.0,6.0,67.5,11.5
2020-03-01 00:00:00,France,43.0,0.0,100,2.0,2020-02-16 00:00:00,2020-02-23 00:00:00,11.5,7.5,6.0,9.0,6.0,67.5,11.5
2020-03-02 00:00:00,France,0.0,0.0,100,2.0,2020-02-17 00:00:00,2020-02-24 00:00:00,11.5,7.5,6.0,9.0,6.0,70.0,11.5
2020-03-03 00:00:00,France,91.0,1.0,191,3.0,2020-02-18 00:00:00,2020-02-25 00:00:00,10.5,6.5,6.0,9.0,6.0,70.0,10.5
2020-03-04 00:00:00,France,21.0,1.0,212,4.0,2020-02-19 00:00:00,2020-02-26 00:00:00,10.0,6.5,6.0,9.0,6.0,70.0,10.0
2020-03-05 00:00:00,France,70.0,0.0,282,4.0,2020-02-20 00:00:00,2020-02-27 00:00:00,10.5,6.0,6.0,9.0,6.0,72.0,10.5
